BUSINESS_ID,MICROSITE_ACCOUNT_NUMBER,ACCOUNT_REGISTRATION_DATE,ADDRESS_ID,SOURCE_MERCHANT_ID,BUSINESS_TYPE,KYB_APPROVED_FLAG_MICROSITE,KYB_APPROVED_FLAG_SITE,KYB_STATUS,FULL_LEGAL_BUSINESS_NAME,BUSINESS_ACTIVITY_TYPE,BUSINESS_REGISTRATION_DATE,BUSINESS_BANK_NAME,PARTING_WAYS_FLAG,EDD_FLAG,STANDARD_EDD_FLAG_UPDATED_DATE,LOCAL_EDD_FLAG_UPDATED_DATE,PEP_FLAG,STANDARD_PEP_FLAG_UPDATED_DATE,LOCAL_PEP_FLAG_UPDATED_DATE,ENTITY_LIST_RESTRICTION_STATUS,ENTITY_LIST_RESTRICTION_DATE,RISK_LEVEL_INDICATOR,STANDARD_KYB_APPROVED_DATE,LOCAL_KYB_APPROVED_DATE,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
61067204467,1008704423,3/27/2010,28764020205,32005103793,NONPROFIT,FALSE,TRUE,Approved,Photobug,Industry,1/1/2009,KOR,red,FALSE,12/22/2017,10/21/2020,In-Active,10/16/2017,4/30/2019,Yes,12/5/2018,High,4/12/2016,1/26/2006,04/29/2004 14:57:00,06/26/2016 06:45:00
74060506276,60072804218,5/10/2016,21360107806,66073000650,LIMITED_PARTNERSHIP,FALSE,TRUE,Approved,Shuffletag,Customer,8/1/2011,MAIMA,orange,FALSE,3/26/2018,5/1/2017,Active,12/11/2017,3/30/2019,No,7/6/2020,Low,7/3/2009,10/20/2017,06/30/2010 20:02:00,07/04/2020 17:17:00
14029602264,14033909285,5/17/2004,92032797009,13099309709,GOVERNMENT,TRUE,TRUE,Submitted,Yamia,Customer,7/10/2016,MAIMA,blue,TRUE,4/28/2016,1/14/2016,Active,4/21/2017,11/9/2017,Yes,1/7/2017,Ultra High,1/30/2009,8/25/2018,10/26/2000 19:24:00,07/08/2020 18:14:00
58005201078,75017209669,9/29/2006,70427654904,77095203670,LIMITED_PARTNERSHIP,TRUE,FALSE,Approved,Thoughtmix,Parent,6/4/2008,NS BANK,blue,FALSE,6/12/2016,11/12/2019,Active,5/22/2017,1/26/2019,Yes,11/2/2020,Low,4/5/2017,2/3/2008,11/17/2000 18:43:00,05/21/2019 01:26:00
37079002240,35099705777,10/6/2007,97863993105,51022001425,CORPORATION,FALSE,TRUE,Submitted,Skyba,Customer,10/26/1996,VOKBANK,green,TRUE,2/9/2019,4/29/2018,Active,3/11/2017,3/25/2020,No,8/26/2013,Ultra High,7/31/2018,5/22/2014,10/01/2008 16:08:00,04/25/2019 01:50:00
11052002025,53029701997,9/13/2014,13862813100,14025006468,LLC,FALSE,FALSE,In-Progress,Yoveo,Customer,12/1/2006,AKIBANK,blue,TRUE,6/9/2020,5/15/2018,In-Active,3/26/2017,8/17/2017,Yes,12/22/2011,Ultra High,8/31/2008,12/19/2012,09/30/2009 08:10:00,01/12/2018 03:44:00
11016900662,53041609988,4/16/2014,17892524301,41038508177,LIMITED_PARTNERSHIP,FALSE,FALSE,Rejected,Mynte,Sub-Industry,10/21/2017,EATP BANK,green,FALSE,12/4/2016,7/27/2019,In-Active,3/3/2017,6/18/2019,No,11/11/2017,Low,11/26/2008,10/8/2012,02/09/2019 19:14:00,11/06/2020 20:44:00
18064702110,93098909825,11/1/2017,79650982209,12049509042,GOVERNMENT,TRUE,TRUE,Approved,Divanoodle,Industry,6/29/2005,METROBANK,blue,FALSE,5/14/2016,8/27/2015,In-Active,5/23/2017,4/20/2017,Yes,1/7/2019,High,6/25/2003,9/23/2019,02/03/2018 22:15:00,07/05/2017 02:59:00
84029208681,55038203466,3/30/2011,82704813207,82001906697,LIMITED_PARTNERSHIP,FALSE,TRUE,Rejected,Talane,Parent,7/18/2017,ATB,green,FALSE,11/27/2018,1/28/2020,In-Active,4/12/2017,2/14/2020,No,4/23/2020,Medium,10/30/2006,8/2/2006,01/24/2007 03:34:00,11/03/2018 14:09:00
39079009947,62037403284,12/9/2004,5817240504,34031708075,NONPROFIT,TRUE,TRUE,Submitted,Gabtype,Sub-Industry,5/30/2014,KAURI,red,FALSE,3/20/2015,4/6/2015,In-Active,8/5/2018,6/25/2018,Yes,4/9/2018,Ultra High,6/27/2020,5/4/2015,07/30/2014 18:19:00,04/10/2018 19:39:00
83017201208,5092805283,7/3/2004,56933948106,84015801280,GOVERNMENT,TRUE,TRUE,In-Progress,Blogpad,Industry,1/8/2018,VIKING,blue,FALSE,3/23/2020,8/28/2018,In-Active,7/7/2018,4/24/2018,Yes,3/1/2010,Low,4/16/2009,9/20/2015,05/24/2005 03:55:00,05/11/2020 15:18:00
56048109235,12011206564,3/6/2005,91423182700,35024607298,LLC,TRUE,FALSE,Submitted,Rhynyx,Sub-Industry,9/6/2019,LAKMA,blue,FALSE,7/3/2018,5/7/2015,Active,6/19/2017,11/16/2018,No,7/27/2014,Medium,2/2/2018,12/28/2011,12/24/2006 07:31:00,04/30/2019 20:06:00
10078605901,40082703054,6/27/2018,24302559100,53089200656,GOVERNMENT,FALSE,FALSE,Rejected,Abata,Sub-Industry,3/22/1978,NR BANK,green,FALSE,4/1/2017,9/3/2016,Active,2/17/2018,9/20/2018,Yes,6/16/2014,Ultra High,2/24/2012,6/30/2020,05/19/2011 09:59:00,10/11/2017 01:44:00
98003204050,26038001416,8/31/2016,5488678100,25059601027,LIMITED_PARTNERSHIP,TRUE,TRUE,In-Progress,Zoonder,Parent,9/18/2013,EATP BANK,green,FALSE,12/6/2016,2/6/2020,Active,4/26/2020,6/12/2017,Yes,1/29/2014,High,7/11/2005,7/23/2017,08/22/2014 09:31:00,02/23/2017 16:22:00
4051201349,17064902397,5/1/2010,71335359407,15006706322,CORPORATION,FALSE,TRUE,Approved,Photojam,Child,10/28/1995,NAITOV,red,TRUE,8/9/2019,10/4/2019,In-Active,4/11/2017,3/7/2017,Yes,9/19/2020,Low,1/9/2016,4/15/2007,02/13/2005 15:35:00,08/23/2017 03:20:00
34034608058,19017408309,8/21/2001,1813915406,32054002871,NONPROFIT,TRUE,TRUE,In-Progress,Devpoint,Parent,12/7/2008,Globus,red,TRUE,7/26/2016,12/18/2015,Active,10/24/2019,1/20/2021,No,9/5/2019,High,4/16/2020,10/12/2006,08/04/2003 23:54:00,06/08/2019 21:11:00
8033007803,53050604844,8/28/2012,27077942001,44012500520,NONPROFIT,FALSE,FALSE,Rejected,Wikivu,Customer,2/24/2014,BGF,blue,TRUE,11/6/2017,10/23/2016,Active,1/17/2018,4/9/2019,Yes,3/14/2013,Ultra High,5/13/2012,6/27/2019,03/11/2017 23:53:00,10/04/2018 16:35:00
65022802824,34068902853,6/19/2010,80427118607,69035503020,LIMITED_PARTNERSHIP,FALSE,FALSE,In-Progress,Twiyo,Child,6/8/1992,NOVOKIB,red,TRUE,9/28/2019,5/14/2019,Active,2/27/2017,12/29/2019,No,11/18/2010,High,3/29/2007,7/27/2017,01/10/2002 12:26:00,11/08/2019 21:18:00
93091603859,24082709718,12/31/2011,7379855609,52002809303,LLC,FALSE,FALSE,Rejected,Skyndu,Trust,9/28/2008,NR BANK,red,FALSE,12/27/2020,12/11/2019,In-Active,9/30/2018,3/15/2020,No,5/6/2014,Ultra High,5/6/2012,10/6/2010,07/27/2016 13:30:00,12/26/2018 23:19:00
67001204860,77062702841,3/3/2009,77137197205,99026806809,GOVERNMENT,TRUE,FALSE,Approved,Gabtune,Industry,3/25/2010,EATP BANK,green,FALSE,1/29/2015,1/12/2017,In-Active,5/20/2017,8/31/2019,No,11/10/2014,High,2/22/2003,5/30/2020,04/13/2000 22:03:00,07/23/2017 04:29:00
17057904258,60038104016,8/4/2008,28301615702,72065308826,GOVERNMENT,TRUE,TRUE,Submitted,Jetpulse,Trust,10/26/2018,MAIMA,blue,FALSE,9/23/2018,8/21/2015,In-Active,10/18/2019,6/10/2018,No,12/14/2016,Low,1/22/2013,2/8/2004,10/14/2018 03:45:00,11/17/2017 04:01:00
68052307344,92076703613,11/26/2010,55034641804,96011606262,LIMITED_PARTNERSHIP,TRUE,FALSE,Approved,DabZ,Customer,3/27/1997,Bank of Moscow,green,TRUE,6/5/2019,5/26/2017,In-Active,6/2/2020,9/27/2018,Yes,7/12/2014,High,8/30/2011,5/27/2009,11/11/2016 10:36:00,07/01/2018 05:57:00
13055207168,98028408128,2/7/2006,99063720905,58097904530,LLC,FALSE,FALSE,Rejected,Topicshots,Child,2/12/2013,Bank Zenit,green,FALSE,3/15/2017,10/25/2019,Active,8/6/2017,3/4/2020,No,12/1/2017,High,5/18/2008,5/11/2020,08/25/2011 03:50:00,06/23/2020 12:04:00
53039408436,60009601125,8/3/2004,8087965805,84009707415,NONPROFIT,TRUE,FALSE,Approved,Latz,Trust,1/26/2017,DOM BANK,green,FALSE,2/26/2019,9/11/2018,Active,2/26/2020,6/30/2017,Yes,9/13/2015,High,4/25/2005,4/18/2008,03/03/2016 03:21:00,02/08/2017 17:31:00
43094508313,39014201175,7/1/2017,36164877703,71081801709,NONPROFIT,FALSE,FALSE,Approved,Mynte,Industry,9/11/1980,AK Bars,orange,TRUE,4/13/2018,6/25/2019,Active,9/19/2019,3/27/2020,Yes,7/31/2011,High,9/4/2006,1/29/2003,11/06/2009 13:40:00,07/28/2019 19:02:00
22017707793,52099300369,2/22/2006,55896450402,64075409064,NONPROFIT,FALSE,FALSE,Approved,Blogtags,Sub-Industry,9/19/1997,Integral,green,FALSE,4/10/2017,6/14/2017,Active,5/24/2018,11/11/2019,No,1/7/2021,Medium,4/21/2006,2/8/2017,02/06/2008 17:34:00,01/02/2018 08:12:00
35059201125,66045003347,9/8/2012,53125414109,64046602515,GOVERNMENT,FALSE,FALSE,Submitted,Centimia,Trust,8/2/2001,KANSKII,orange,FALSE,8/22/2016,10/11/2018,In-Active,8/1/2018,2/11/2020,Yes,7/12/2017,Low,10/18/2004,4/13/2014,10/02/2010 23:57:00,04/18/2020 08:27:00
46084108641,98082004022,1/20/2009,36761594200,15097002032,CORPORATION,TRUE,FALSE,Submitted,Yodoo,Child,12/26/2020,Avangard,red,TRUE,1/28/2017,11/11/2016,Active,2/25/2018,1/8/2021,Yes,12/11/2012,Ultra High,12/8/2019,10/26/2017,10/08/2008 01:55:00,01/14/2019 14:58:00
54087006369,77062502322,1/22/2017,98300091202,20092804979,CORPORATION,FALSE,FALSE,Submitted,Twitterbeat,Sub-Industry,9/12/2009,NAITOV,green,FALSE,6/14/2020,4/2/2016,In-Active,1/16/2021,6/18/2020,Yes,6/9/2010,Medium,6/7/2015,3/4/2017,01/05/2020 07:29:00,08/19/2017 06:29:00
10065600217,32058702316,7/24/2006,27373717803,57089604422,CORPORATION,TRUE,TRUE,Submitted,Feedfish,Trust,12/29/2013,MBHHS,red,FALSE,10/17/2015,5/1/2019,Active,12/19/2019,8/14/2020,Yes,1/7/2021,Ultra High,3/13/2014,7/5/2014,01/07/2003 07:52:00,11/28/2020 05:24:00
97038509875,83083503527,6/3/2019,77261970800,74025200306,LIMITED_PARTNERSHIP,FALSE,FALSE,Submitted,Mybuzz,Child,2/11/2009,Gazbank,blue,FALSE,7/13/2015,6/18/2020,In-Active,8/9/2020,1/27/2018,Yes,11/4/2018,Ultra High,9/15/2016,1/10/2012,12/29/2007 05:52:00,11/29/2018 17:51:00
20036401941,28076009988,6/7/2019,49576027000,23096404563,NONPROFIT,TRUE,TRUE,Rejected,Realpoint,Trust,4/8/1993,AKIBANK,orange,FALSE,3/16/2020,11/19/2016,Active,5/7/2017,2/22/2017,Yes,11/27/2011,Low,7/25/2016,12/21/2005,01/20/2005 00:15:00,10/25/2016 07:21:00
93071503542,75056509322,3/27/2019,27358745705,75003901786,LIMITED_PARTNERSHIP,TRUE,TRUE,Approved,Quatz,Child,5/3/2001,Gazbank,blue,FALSE,8/18/2020,12/25/2017,Active,10/24/2020,11/12/2020,No,10/11/2011,Medium,4/15/2015,2/15/2009,12/06/2019 18:55:00,03/10/2020 04:52:00
42052908827,41046208878,10/31/2019,4007688709,83089302229,LIMITED_PARTNERSHIP,TRUE,FALSE,Submitted,Kazio,Parent,4/17/1985,MAIMA,red,TRUE,5/21/2019,12/9/2015,In-Active,11/1/2018,6/4/2019,Yes,6/2/2012,Medium,4/19/2017,12/15/2016,03/21/2012 12:12:00,07/19/2017 12:26:00
75062406355,14034300128,3/30/2012,26924634701,21024507126,CORPORATION,FALSE,TRUE,Approved,Flipopia,Trust,1/3/2005,AK Bars,green,TRUE,2/18/2015,12/1/2016,Active,9/12/2019,12/17/2020,Yes,9/6/2018,High,8/20/2015,4/30/2011,12/24/2011 07:02:00,09/20/2019 00:24:00
37029401424,98005409499,9/19/2003,7098817200,95090100466,LLC,TRUE,TRUE,In-Progress,Brainbox,Trust,3/27/2020,agroros,blue,FALSE,4/3/2016,1/8/2021,In-Active,10/10/2017,7/29/2020,Yes,11/3/2019,High,12/2/2003,9/17/2009,12/03/2011 18:26:00,07/21/2016 07:15:00
2064300718,86017004783,8/18/2013,45098786005,90048809427,GOVERNMENT,FALSE,TRUE,Submitted,Realbuzz,Customer,9/26/2007,Integral,blue,TRUE,3/19/2018,6/15/2019,Active,7/29/2018,9/4/2019,Yes,2/21/2019,Low,4/15/2017,5/29/2018,11/23/2007 23:16:00,12/28/2019 20:03:00
25012005126,16053405947,3/22/2009,19689616105,23038706263,CORPORATION,TRUE,FALSE,In-Progress,Leexo,Parent,9/19/2018,VOKBANK,red,FALSE,7/24/2017,9/2/2015,In-Active,5/4/2020,2/12/2020,Yes,1/23/2011,Ultra High,8/21/2004,10/25/2006,11/30/2003 22:44:00,07/24/2018 21:32:00
54053808603,89060709374,11/20/2008,72253666601,84083004625,NONPROFIT,TRUE,FALSE,Submitted,Tagopia,Industry,11/7/2019,MAIMA,blue,TRUE,10/27/2016,12/25/2019,Active,10/21/2020,11/29/2017,No,6/14/2017,Low,8/18/2010,5/19/2020,09/23/2003 04:26:00,12/04/2016 10:22:00
80072908618,75066502849,7/17/2016,27107183302,73091401099,LLC,FALSE,TRUE,Rejected,Jaxworks,Child,6/23/2014,BRB Bank,blue,TRUE,10/11/2019,3/14/2017,In-Active,7/26/2017,11/19/2017,Yes,1/29/2020,Low,6/23/2016,3/25/2013,02/25/2010 18:00:00,07/21/2020 04:05:00
60082404743,20055001896,9/25/2008,22660904906,95099507031,CORPORATION,TRUE,FALSE,Approved,Photojam,Customer,6/22/2015,VEK,red,TRUE,3/31/2016,6/20/2019,Active,7/17/2017,10/31/2017,Yes,12/30/2010,High,6/14/2015,12/28/2013,01/22/2019 03:12:00,05/16/2017 19:34:00
45016403026,77007509164,4/1/2008,7343457908,63018804437,GOVERNMENT,TRUE,FALSE,In-Progress,Vidoo,Parent,6/12/2019,METROBANK,blue,TRUE,2/21/2017,5/2/2020,Active,10/14/2019,11/19/2017,No,12/5/2018,Ultra High,7/11/2005,6/8/2011,03/13/2018 00:00:00,08/13/2016 10:57:00
44052106962,30088708924,2/25/2020,7163970408,11034606939,GOVERNMENT,TRUE,FALSE,Approved,Gigaclub,Sub-Industry,5/19/2015,MBHHS,green,TRUE,9/4/2020,2/19/2016,In-Active,8/20/2018,12/18/2017,Yes,11/7/2018,Low,7/27/2009,2/10/2017,04/26/2002 21:03:00,11/19/2016 12:39:00
15068600321,45017200013,7/9/2013,35005568706,65036304091,LLC,TRUE,FALSE,Approved,Photobug,Sub-Industry,4/30/2020,Bank Zenit,red,FALSE,9/5/2015,5/10/2017,In-Active,8/13/2020,5/26/2017,Yes,6/1/2018,Ultra High,3/7/2012,12/30/2017,09/07/2003 04:14:00,09/24/2020 09:14:00
62096701248,21052907852,1/23/2000,79345107800,27085903069,LIMITED_PARTNERSHIP,FALSE,TRUE,In-Progress,Linklinks,Customer,5/11/1989,ATB,green,FALSE,12/30/2019,7/29/2017,In-Active,3/4/2019,1/23/2020,No,6/26/2010,Medium,3/5/2003,8/18/2006,07/19/2008 18:01:00,09/19/2018 20:47:00
49074101493,13094901635,7/12/2008,8989059900,32076506019,NONPROFIT,TRUE,TRUE,Rejected,Thoughtsphere,Industry,11/24/2019,VOKBANK,red,TRUE,9/13/2015,9/8/2018,In-Active,4/27/2017,5/22/2017,No,3/11/2018,High,9/12/2008,4/26/2013,04/05/2017 18:38:00,10/07/2017 04:35:00
82028405284,87094604198,6/3/2017,75056173308,60071805418,LLC,TRUE,TRUE,In-Progress,Skiptube,Customer,7/27/1992,KAURI,green,TRUE,9/27/2019,1/17/2017,In-Active,1/23/2017,6/6/2019,Yes,5/18/2017,Ultra High,8/11/2008,11/11/2005,11/25/2017 21:17:00,02/03/2016 09:24:00
90026001270,16066007901,12/29/2012,69522990902,60087208533,GOVERNMENT,FALSE,TRUE,Rejected,Skalith,Industry,11/23/2016,agroros,red,FALSE,6/3/2017,8/7/2018,Active,11/25/2019,11/30/2017,No,10/12/2017,Low,4/6/2004,7/27/2006,12/19/2008 15:13:00,07/10/2017 12:59:00
75005903574,16044405690,5/12/2019,10877532001,16031406010,LLC,TRUE,TRUE,Rejected,Wikizz,Parent,8/23/1993,AKIBANK,orange,FALSE,7/6/2015,4/10/2020,In-Active,12/21/2020,8/6/2018,Yes,5/25/2015,Medium,7/6/2015,12/23/2020,09/27/2018 13:13:00,04/19/2018 22:29:00
70093800581,19084308577,4/11/2015,27531395505,88042604814,GOVERNMENT,TRUE,FALSE,In-Progress,Jaxworks,Sub-Industry,4/22/1984,VOKBANK,orange,FALSE,4/13/2019,3/5/2020,Active,1/14/2018,12/29/2017,Yes,12/6/2013,Ultra High,11/12/2005,7/24/2003,04/20/2010 18:30:00,09/26/2016 16:35:00
36072307561,75029209585,7/29/2000,12023097908,66019102845,GOVERNMENT,TRUE,TRUE,Submitted,Fatz,Customer,10/15/2019,NAITOV,orange,TRUE,5/12/2020,4/26/2017,Active,6/18/2020,2/9/2017,No,1/30/2017,Medium,3/24/2004,3/14/2010,02/07/2011 16:05:00,02/28/2018 15:34:00
82002507125,28025207324,4/3/2009,95772594103,83012500414,LLC,FALSE,FALSE,Submitted,Oozz,Child,3/11/1991,NR BANK,red,FALSE,6/19/2016,7/16/2019,In-Active,1/31/2018,12/23/2017,No,10/17/2014,Medium,10/20/2011,10/10/2007,04/16/2007 18:45:00,01/25/2018 23:04:00
10098900190,53068208081,11/20/2003,54895632703,3012707406,CORPORATION,FALSE,FALSE,Rejected,Fivebridge,Customer,10/6/2014,VTB,red,TRUE,1/5/2016,4/2/2015,Active,3/25/2017,5/18/2019,Yes,4/11/2013,Medium,7/31/2019,12/13/2018,11/01/2004 04:59:00,10/07/2016 13:04:00
52031600965,4063509585,8/22/2001,11779882607,23068901562,NONPROFIT,TRUE,TRUE,In-Progress,Centizu,Parent,5/6/2007,NOVOKIB,blue,FALSE,5/22/2018,12/2/2018,In-Active,5/8/2020,4/7/2017,Yes,5/6/2019,Low,11/25/2011,5/11/2010,09/13/2016 18:28:00,03/17/2016 05:13:00
56084604077,58088603134,8/14/2004,26584199002,54086201656,GOVERNMENT,FALSE,TRUE,In-Progress,Photospace,Sub-Industry,5/8/1996,VOKBANK,orange,FALSE,4/6/2019,9/4/2018,In-Active,1/28/2020,11/21/2020,Yes,8/11/2017,Ultra High,7/31/2006,12/23/2008,02/10/2000 04:56:00,07/16/2019 01:41:00
94026602434,2029702225,3/25/2015,61237581502,87004701413,GOVERNMENT,FALSE,TRUE,In-Progress,Jatri,Sub-Industry,4/27/1988,KAURI,orange,TRUE,2/26/2020,9/1/2018,In-Active,10/11/2017,1/13/2020,Yes,11/28/2020,Ultra High,1/23/2019,6/23/2005,08/18/2013 22:01:00,08/05/2020 22:08:00
25106926,44071306173,8/15/2020,47257944104,82072501596,NONPROFIT,FALSE,TRUE,Rejected,Livefish,Industry,10/4/1980,BKF,green,FALSE,7/5/2020,7/26/2017,Active,8/18/2020,2/1/2020,Yes,6/25/2012,High,8/4/2008,1/19/2012,10/03/2015 03:35:00,02/23/2020 21:06:00
77087401772,26047100994,9/7/2002,42910684205,9047100004,GOVERNMENT,FALSE,FALSE,Approved,Topiclounge,Trust,9/18/1997,NR BANK,red,FALSE,11/16/2020,5/14/2019,Active,2/22/2018,1/18/2018,Yes,5/8/2011,Low,8/12/2020,3/17/2009,03/28/2017 10:13:00,10/13/2018 01:26:00
39017003764,72047609659,12/23/2009,54358913100,64032305673,CORPORATION,TRUE,TRUE,Approved,Meemm,Sub-Industry,3/6/2017,BRB Bank,red,FALSE,1/1/2021,1/15/2020,In-Active,11/10/2019,6/10/2018,No,9/5/2019,High,3/25/2011,1/16/2013,01/20/2001 03:04:00,03/29/2017 17:50:00
27046808833,48024405885,2/19/2019,21569839608,26099304992,CORPORATION,TRUE,TRUE,In-Progress,Kwilith,Trust,8/22/1981,METROBANK,orange,FALSE,5/1/2015,3/9/2020,In-Active,5/22/2017,11/19/2019,No,10/8/2018,Medium,3/21/2005,5/17/2018,09/03/2013 09:12:00,05/12/2020 01:05:00
40070601982,83001701953,9/9/2019,85841224109,26009308467,LIMITED_PARTNERSHIP,TRUE,TRUE,Submitted,Ntags,Trust,8/12/2007,NOVOKIB,green,TRUE,8/12/2018,10/3/2017,Active,7/9/2019,8/15/2018,Yes,12/28/2020,Medium,8/29/2007,6/22/2015,04/15/2015 02:50:00,04/06/2020 18:45:00
83020803218,91038602307,9/10/2015,50243569108,94023202432,LLC,TRUE,TRUE,Submitted,Meedoo,Trust,2/5/2013,AK Bars,blue,FALSE,10/2/2018,4/8/2015,Active,4/23/2020,11/1/2017,Yes,8/13/2016,Low,2/25/2017,4/18/2015,01/11/2017 12:46:00,12/22/2018 14:02:00
89099400549,3019802428,2/27/2006,4426926401,91099300344,LLC,FALSE,TRUE,Rejected,Kaymbo,Trust,7/3/2020,NAITOV,blue,TRUE,2/22/2020,6/8/2015,Active,3/8/2017,11/24/2020,Yes,12/20/2020,Medium,7/10/2010,3/25/2009,12/14/2010 21:48:00,12/19/2017 00:26:00
40097208537,39055907718,2/15/2005,58891207109,63023504695,GOVERNMENT,TRUE,FALSE,Rejected,Tavu,Sub-Industry,4/23/2012,NAITOV,orange,TRUE,7/19/2016,4/1/2019,In-Active,4/29/2020,2/5/2020,Yes,2/23/2012,Medium,7/4/2011,5/28/2010,10/26/2004 20:51:00,02/11/2020 19:18:00
1098504783,65027504535,3/29/2004,4527442002,91037504269,GOVERNMENT,TRUE,FALSE,In-Progress,Jayo,Child,5/25/2020,KAURI,green,TRUE,12/1/2015,12/4/2018,Active,1/10/2018,9/10/2017,No,10/20/2012,Low,10/24/2005,1/10/2007,09/16/2001 15:41:00,12/29/2017 13:16:00
54089109648,18027502441,4/16/2020,86873863406,83094807104,LLC,FALSE,FALSE,Approved,Avaveo,Sub-Industry,1/16/2002,BKF,orange,FALSE,5/29/2015,5/23/2018,Active,8/10/2017,8/22/2020,Yes,8/2/2011,Low,12/2/2003,3/13/2018,07/04/2019 12:41:00,04/28/2019 09:00:00
28052704225,49086904369,4/9/2004,98316976402,96059407447,LIMITED_PARTNERSHIP,TRUE,TRUE,Approved,Realpoint,Customer,5/19/2017,KAURI,red,FALSE,11/26/2018,1/3/2016,In-Active,2/26/2017,12/16/2017,Yes,12/17/2012,Low,11/29/2004,3/28/2005,08/15/2000 09:16:00,02/16/2017 23:19:00
75028308070,79013808033,10/7/2010,27773767806,99070602521,GOVERNMENT,TRUE,FALSE,Approved,Zoomcast,Child,12/11/1985,NAITOV,blue,TRUE,11/8/2019,12/8/2015,In-Active,1/1/2020,5/29/2019,No,5/8/2013,Ultra High,6/13/2004,8/28/2020,02/22/2012 00:43:00,08/02/2016 11:54:00
46070003262,52055901115,12/20/2012,98592390601,95070401313,CORPORATION,FALSE,FALSE,Rejected,Skaboo,Parent,3/27/2010,agroros,red,TRUE,3/15/2017,5/1/2016,In-Active,11/5/2018,1/22/2018,Yes,12/24/2016,Ultra High,1/21/2018,8/5/2014,12/29/2018 18:32:00,08/14/2019 10:20:00
55051309628,79030000820,2/28/2001,45924879007,8040001140,CORPORATION,FALSE,TRUE,Approved,Aivee,Parent,2/17/2016,KANSKII,orange,FALSE,8/7/2020,3/29/2020,In-Active,8/20/2018,8/9/2020,Yes,11/10/2010,High,7/17/2011,12/24/2020,06/10/2018 18:13:00,11/07/2017 09:16:00
37078203114,45031105987,6/1/2010,64444249303,26011702928,GOVERNMENT,FALSE,TRUE,Approved,Leexo,Trust,10/23/2007,VIKING,green,FALSE,7/21/2015,9/3/2019,Active,12/1/2017,1/2/2018,No,8/6/2017,Medium,2/23/2009,8/7/2010,01/31/2016 10:47:00,08/16/2020 02:11:00
27096503221,85011304760,4/10/2005,6241122804,52031901421,NONPROFIT,TRUE,FALSE,Rejected,Yotz,Parent,8/22/1985,BPF,green,TRUE,7/14/2017,9/16/2018,In-Active,5/3/2020,1/14/2020,No,6/13/2010,Low,1/10/2018,3/6/2011,01/03/2018 06:11:00,07/08/2018 11:16:00
65043508633,71092701148,5/17/2015,3291426007,92041804987,CORPORATION,TRUE,FALSE,Approved,Aivee,Child,7/12/2013,KOR,red,FALSE,1/5/2018,6/22/2016,Active,5/18/2018,3/11/2019,No,5/7/2013,High,8/28/2011,9/2/2011,03/19/2009 12:49:00,11/07/2016 21:36:00
38096208795,91033500433,3/8/2000,89801905605,66019202906,CORPORATION,FALSE,FALSE,Submitted,Oyoba,Sub-Industry,4/6/1989,NAITOV,green,FALSE,9/18/2015,6/9/2017,Active,7/14/2017,7/23/2018,No,3/28/2012,Medium,9/16/2013,9/16/2012,06/19/2001 22:19:00,03/22/2017 23:38:00
48067602733,46050807913,1/6/2003,7895033709,60050107464,CORPORATION,TRUE,FALSE,Approved,Demimbu,Child,3/10/2007,BPF,orange,TRUE,12/11/2020,10/9/2017,Active,7/23/2018,6/1/2017,No,2/22/2015,Ultra High,9/10/2005,4/1/2017,07/03/2008 02:25:00,04/20/2018 08:05:00
90018100012,65059906298,5/15/2010,35182298402,94067502613,LLC,FALSE,FALSE,In-Progress,Oloo,Industry,5/15/1992,NS BANK,orange,FALSE,9/17/2017,6/13/2020,In-Active,12/25/2020,12/28/2020,No,2/5/2011,Ultra High,4/8/2005,10/20/2010,10/14/2010 02:52:00,10/23/2018 08:33:00
21053007296,39062601147,9/24/2018,11181708507,75054003731,NONPROFIT,FALSE,TRUE,In-Progress,Twimbo,Customer,11/22/1979,ATB,blue,FALSE,3/29/2017,5/20/2017,In-Active,3/13/2017,3/12/2018,No,4/22/2018,High,6/28/2003,3/19/2019,02/23/2011 13:47:00,06/25/2019 04:33:00
57023402764,65078706496,8/19/2003,8242096408,90098600131,GOVERNMENT,TRUE,FALSE,In-Progress,Quimm,Trust,11/20/1983,KOR,blue,FALSE,5/28/2020,5/15/2020,In-Active,8/24/2020,12/25/2018,No,12/13/2010,High,1/9/2009,2/7/2003,10/24/2013 18:29:00,08/14/2020 14:15:00
25020807642,66018904695,10/1/2015,59477763607,79001204419,NONPROFIT,FALSE,FALSE,Rejected,Oodoo,Industry,2/22/2013,Gazbank,green,TRUE,2/28/2020,10/6/2018,In-Active,6/10/2020,1/23/2017,No,3/25/2010,Low,2/16/2006,4/22/2010,05/21/2013 01:03:00,04/06/2019 17:19:00
32078108468,38062005696,3/31/2015,29408510805,65029504703,NONPROFIT,FALSE,FALSE,Submitted,Skajo,Sub-Industry,10/8/2019,LAKMA,orange,FALSE,6/8/2015,10/13/2016,In-Active,12/22/2020,1/25/2020,Yes,12/3/2016,Ultra High,3/6/2017,12/30/2018,05/24/2004 10:15:00,02/22/2018 13:42:00
